"pn",Hospital name,Street address,City,State,"Zip code","Hospital system or, if independent, IPPS/CAH","Is_hospital_a_critical_access_hospital","Hospital Compare 5-star rating (October 2018, NA=Not Available)","Number of outpatient services","Total private allowed amount for outpatient services ($ millions)","Simulated Medicare allowed amount for outpatient services ($ millions)","Relative price for outpatient services","Standardized price per outpatient service","Number of inpatient stays","Total private allowed amount for inpatient services ($ millions)","Simulated Medicare allowed amount for inpatient services ($ millions)","Relative price for inpatient services","Standardized price per inpatient stay","Total private allowed amount for inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for inpatient and outpatient services ($ millions)","Relative price for professional inpatient and outpatient services","Relative price for inpatient facility services","Relative_price_for_outpatient_facility_services","Relative price for inpatient and outpatient services","Total private allowed amount for facility inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for facility inpatient and outpatient services ($ millions)","Total private allowed amount for professional inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for professional inpatient and outpatient services ($ millions)"
040078,National Park Medical Center,1910 Malvern Avenue,Hot Springs,AR,71901,Lifepoint Health,N,1,95,.19,.13,150% ,$123.13,12,.37,.13,292% ,"$19,027",.57,.26,124% ,303%,155%,220% ,.53,.23,.04,.03
040084,Saline Memorial Hospital,#1 Medical Park Drive,Benton,AR,72015,Lifepoint Health,N,1,47,.09,.07,132% ,$103.86,,,,,,,,,,130%,,,,,
040088,Medical Center Of Arkansas,700 West Grove Street,El Dorado,AR,71730,"Community Health
Systems",N,2,11,.03,.01,239% ,$192.44,,,,,,,,,,238%,,,,,
040114,"Baptist Health Medical Center -
Lr",9601 Interstate,Little Rock,AR,72205,Baptist Health,N,1,311,.52,.32,163% ,$141.79,57,.68,.40,172% ,"$12,229",1.20,.72,137% ,180%,167%,168% ,1.02,.58,.18,.13
040118,Nea - Baptist Memorial Health,"4800 East Johnson
Avenue",Jonesboro,AR,72401,"Baptist Memorial
Health Care Corp",N,2,63,.06,.04,173% ,$150.31,,,,,,,,,,180%,,,,,
040119,White River Medical Center,1710 Harrison Street,Batesville,AR,72503,"White River Health
System",N,3,44,.04,.03,126% ,$104.44,,,,,,,,,,117%,,,,,
040134,Arkansas Heart Hospital,"1701 S Shackleford
Road",Little Rock,AR,72211,Independent (IPPS),N,5,24,.09,.11,80% ,$59.25,,,,,,,,,,78%,,,,,
040137,St Vincent North,2215 Wildwood Avenue,Sherwood,AR,72120,"Catholic Health
Initiatives",N,3,25,.03,.01,230% ,$206.79,,,,,,,,,,262%,,,,,
040147,Arkansas Surgical Hospital,5201 North Shore Drive,No Little Rock,AR,72118,Independent (IPPS),N,5,20,.08,.07,106% ,$92.68,,,,,,,,,,112%,,,,,
041307,"Crossridge Community
Hospital","310 South Falls
Boulevard",Wynne,AR,72396,"Saint Bernards
Healthcare",Y,3,15,.01,.01,123% ,$122.50,,,,,,,,,,116%,,,,,
041329,Mercy Hospital Berryville,214 Carter Street,Berryville,AR,72616,Mercy Health,Y,2,16,.01,.01,110% ,$118.86,,,,,,,,,,112%,,,,,
041330,Piggott Community Hospital,"1206 Gordon
Duckworth Drive",Piggott,AR,72454,Independent (CAH),Y,NA,31,.01,.02,75% ,$132.62,,,,,,,,,,66%,,,,,
050002,St Rose Hospital,27200 Calaroga Ave,Hayward,CA,94545,"Alecto Healthcare
Services",N,2,71,.12,.06,193% ,$269.53,,,,,,,,,,194%,,,,,
050006,St. Joseph Hospital - Eureka,2700 Dolbeer St,Eureka,CA,95501,"Providence Saint
Joseph Health",N,2,3649,11.57,3.42,338% ,$386.01,181,6.53,2.12,307% ,"$30,228",18.10,5.55,190% ,327%,368%,326% ,16.45,4.68,1.65,.87
050007,Mills Peninsula Medical Center,1501 Trousdale Drive,Burlingame,CA,94010,Sutter Health,N,5,266,1.20,.29,421% ,$559.09,77,1.71,.83,207% ,"$24,848",2.92,1.11,152% ,225%,483%,262% ,2.57,.89,.34,.23
050008,"Cpmc-R.K. Davies Medical
Center",601 Duboce Ave,San Francisco,CA,94117,Sutter Health,N,3,236,1.39,.35,400% ,$569.63,33,2.23,.69,324% ,"$38,398",3.62,1.04,176% ,365%,453%,350% ,3.25,.82,.37,.21
050009,"Queen Of The Valley Medical
Center",1000 Trancas St,Napa,CA,94558,"Providence Saint
Joseph Health",N,3,1295,3.34,1.22,275% ,$347.57,103,3.56,1.71,208% ,"$22,459",6.91,2.93,127% ,230% ,297%,236% ,6.30,2.45,.61,.48
050013,St. Helena Hospital,10 Woodland Road,Saint Helena,CA,94574,Adventist Health,N,3,558,2.41,1.27,190% ,$251.63,90,3.42,2.08,164% ,"$17,766",5.83,3.35,118% ,172%,200%,174% ,5.31,2.91,.51,.43
050014,Sutter Amador Hospital,200 Mission Blvd,Jackson,CA,95642,Sutter Health,N,4,1073,3.31,.72,458% ,$618.33,61,2.46,.64,386% ,"$37,851",5.77,1.36,208% ,409%,520%,424% ,5.32,1.15,.45,.21
050017,Mercy General Hospital,4001 J St,Sacramento,CA,95819,Dignity Health,N,3,518,4.75,1.68,282% ,$341.63,69,3.22,1.06,304% ,"$32,349",7.97,2.74,208% ,330%,289% ,291% ,7.15,2.35,.82,.40
050022,Riverside Community Hospital,4445 Magnolia Avenue,Riverside,CA,92501,HCA Healthcare,N,2,385,1.72,.67,256% ,$269.75,92,2.85,1.21,235% ,"$23,940",4.57,1.88,136% ,251%,275%,243% ,4.23,1.64,.34,.25
050024,Paradise Valley Hospital,2400 East 4th St,National City,CA,91950,"Prime Healthcare
Services",N,2,20,.03,.02,190% ,$205.34,,,,,,,,,,173%,,,,,
050025,Ucsd Medical Center,200 West Arbor Drive,San Diego,CA,92103,UC Health,N,4,4360,19.31,4.62,418% ,$482.32,430,19.28,9.09,212% ,"$31,184",38.59,13.72,214% ,215%,472%,281% ,34.33,11.73,4.27,1.99
050026,Grossmont Hospital,"5555 Grossmont Center
Drive Box 58",La Mesa,CA,91942,Sharp Healthcare,N,2,485,2.37,.53,444% ,$505.53,68,2.49,.82,304% ,"$28,459",4.86,1.35,214% ,329%,499%,359% ,4.34,1.11,.52,.24
050028,Mad River Community Hospital,3800 Janes Rd,Arcata,CA,95521,Independent (IPPS),N,3,1396,2.73,1.00,273% ,$295.73,80,1.40,.68,207% ,"$20,395",4.13,1.68,148% ,219% ,303%,246% ,3.70,1.39,.43,.29
050030,Oroville Hospital,2767 Olive Highway,Oroville,CA,95966,Independent (IPPS),N,1,1191,1.34,.79,171% ,$178.64,133,2.14,1.13,190% ,"$15,598",3.49,1.91,119% ,198%,179%,182% ,3.22,1.69,.27,.23
050036,Memorial Hospital,420 34th St,Bakersfield,CA,93301,Dignity Health,N,2,3039,16.11,5.82,277% ,$310.89,639,19.20,7.66,251% ,"$27,682",35.32,13.48,95% ,278%,320% ,262% ,33.18,11.22,2.14,2.26
050038,"Santa Clara Valley Medical
Center","751 South Bascom
Avenue",San Jose,CA,95128,"Santa Clara Valley
Health and Hos",N,1,936,2.36,1.04,226% ,$339.94,93,3.73,2.01,185% ,"$34,385",6.09,3.06,144% ,191%,237%,199% ,5.64,2.75,.45,.31
050039,Enloe Medical Center,1531 Esplanade,Chico,CA,95926,Enloe Medical Center,N,4,4916,11.52,5.44,212% ,$233.00,511,11.92,5.56,214% ,"$19,315",23.44,11.01,123% ,236%,226%,213% ,21.12,9.12,2.31,1.89
050042,"St Elizabeth  Community
Hosptial","2550 Sister Mary
Columba Drive",Red Bluff,CA,96080,Dignity Health,N,3,948,3.69,.93,398% ,$489.45,46,1.43,.45,320% ,"$31,778",5.12,1.37,138% ,355%,457%,373% ,4.79,1.13,.33,.24
050043,Summit Medical Center,350 Hawthorne Avenue,Oakland,CA,94609,Sutter Health,N,5,316,1.27,.31,412% ,$540.83,46,2.51,.74,341% ,"$38,801",3.77,1.04,149% ,362%,470%,362% ,3.59,.92,.19,.13
050045,"El Centro Regional Medical
Center",1415 Ross Avenue,El Centro,CA,92243,Independent (IPPS),N,2,910,1.48,.67,222% ,$242.03,41,.57,.31,184% ,"$17,355",2.06,.98,152% ,201%,234% ,210% ,1.78,.80,.28,.18
050047,"California Pacific Medical
Center",2333 Buchanan Street,San Francisco,CA,94115,Sutter Health,N,4,1177,4.94,1.39,356% ,$489.60,136,8.86,2.73,325% ,"$48,033",13.80,4.11,162% ,339%,409%,335% ,12.96,3.60,.84,.52
050054,San Gorgonio Memorial,"600 North Highland
Springs Avenue",Banning,CA,92220,Independent (IPPS),N,3,49,.05,.04,126% ,$160.96,,,,,,,,,,125%,,,,,
050055,St. Lukes Hospital,"3555 Cesar Chavez
Street",San Francisco,CA,94110,Sutter Health,N,2,620,1.98,.59,339% ,$474.10,179,5.01,2.35,213% ,"$27,922",6.99,2.94,167% ,222%,390% ,238% ,6.10,2.41,.89,.53
050056,Antelope Valley Hospital,1600 W Ave J,Lancaster,CA,93534,Independent (IPPS),N,1,707,1.91,1.16,165% ,$182.56,202,4.61,2.74,168% ,"$20,279",6.52,3.90,125% ,182%,159%,167% ,5.70,3.25,.82,.65
050057,Kaweah Delta Medical Center,400 W Mineral King Ave,Visalia,CA,93291,"Kaweah Delta Health
Care District",N,3,9912,21.91,11.35,193% ,$205.84,1200,22.01,12.42,177% ,"$18,310",43.92,23.78,134% ,189%,201%,185% ,38.67,19.86,5.25,3.92
050058,"Glendale Memorial Hospital &
Health Center",1420 S Central Ave,Glendale,CA,91204,Dignity Health,N,3,184,.61,.21,289% ,$347.01,19,.36,.23,157% ,"$15,622",.97,.44,170% ,158%,328%,220% ,.86,.37,.11,.07
050060,"Community Regional Medical
Center",2823 Fresno Street,Fresno,CA,93721,"Community Medical
Centers",N,2,2496,8.57,3.87,222% ,$229.06,582,21.47,10.13,212% ,"$25,182",30.04,14.00,87% ,234%,242%,215% ,28.28,11.97,1.76,2.03
050063,"Hollywood Presbyterian
Medical Cntr",1300 N Vermont Ave,Los Angeles,CA,90027,Independent (IPPS),N,1,52,.07,.06,125% ,$129.28,,,,,,,,,,116%,,,,,
050067,Oak Valley District Hospital,350 S Oak Ave,Oakdale,CA,95361,Independent (IPPS),N,3,216,.69,.16,434% ,$486.25,,,,,,,,,,497%,,,,,
050069,St. Joseph Hospital Of Orange,1100 West Stewart Dr,Orange,CA,92868,"Providence Saint
Joseph Health",N,3,,,,,,150,4.34,2.81,155% ,"$19,234",,,,226%,,,,,,
050071,Kfh - Santa Clara,"700 Lawrence
Expressway",Santa Clara,CA,95051,Kaiser Permanente,N,4,21,.07,.02,345% ,$757.66,,,,,,,,,,358% ,,,,,
050073,Kfh - Vallejo,975 Sereno Dr,Vallejo,CA,94589,Kaiser Permanente,N,3,20,.06,.01,540% ,$894.46,,,,,,,,,,597%,,,,,
050075,Kfh - Oakland,"275 West Macarthur
Boulevard",Oakland,CA,94611,Kaiser Permanente,N,2,41,.16,.05,300% ,$644.88,,,,,,,,,,306%,,,,,
050076,Kfh - San Francisco,2425 Geary Blvd,San Francisco,CA,94115,Kaiser Permanente,N,3,77,.18,.11,161% ,$387.49,,,,,,,,,,152%,,,,,
050077,Scripps Mercy Hospital,4077 5th Ave,San Diego,CA,92103,Scripps Health,N,2,330,1.03,.33,308% ,$374.58,52,2.86,.88,325% ,"$36,661",3.89,1.21,148% ,357%,337%,321% ,3.61,1.03,.28,.19
050078,"Providence Lttl Co Mary Mc
San Pedro",1300 W 7th St,San Pedro,CA,90732,"Providence Saint
Joseph Health",N,4,136,.18,.10,191% ,$218.07,12,.23,.13,181% ,"$15,619",.41,.22,114% ,187%,216%,186% ,.37,.19,.04,.03
050082,"St. Johns Regional Medical
Center",1600 N Rose Ave,Oxnard,CA,93030,Dignity Health,N,4,341,1.71,.54,316% ,$390.21,63,1.93,.86,226% ,"$23,159",3.64,1.40,103% ,258% ,355%,261% ,3.38,1.15,.26,.25
050084,St. Josephs Medical Center,1800 N California St,Stockton,CA,95204,Dignity Health,N,2,651,3.13,.95,331% ,$405.60,129,5.87,1.69,347% ,"$38,954",9.00,2.63,175% ,364%,362%,341% ,8.46,2.33,.54,.31
050089,"Community Hospital Of San
Bernardino","1805 Medical Center
Drive",San Bernardino,CA,92411,Dignity Health,N,2,32,.12,.04,285% ,$312.35,,,,,,,,,,320%,,,,,
050090,"Sonoma Valley Health Care
District",347 Andrieux St,Sonoma,CA,95476,Independent (IPPS),N,4,195,.34,.15,230% ,$303.02,,,,,,,,,,233%,,,,,
050093,St. Agnes Medical Center,1303 E Herndon Ave,Fresno,CA,93710,Trinity Health,N,2,2354,6.91,3.19,216% ,$235.60,447,11.61,7.21,161% ,"$16,755",18.52,10.40,77% ,199%,238%,178% ,16.52,7.79,1.99,2.61
050099,San Antonio Regional Hospital,"999 San Bernardino
Road",Upland,CA,91786,"San Antonio Regional
Hospital",N,3,1434,1.46,1.09,134% ,$148.55,112,1.77,1.08,164% ,"$15,781",3.22,2.17,99% ,173%,143%,149% ,2.87,1.81,.36,.36
050100,Sharp Memorial Hospital,7901 Frost St,San Diego,CA,92123,Sharp Healthcare,N,4,1284,7.71,1.94,398% ,$448.28,541,17.23,5.84,295% ,"$36,977",24.94,7.77,137% ,336%,465%,321% ,22.80,6.21,2.14,1.56
050101,Sutter Solano Medical Center,300 Hospital Dr,Vallejo,CA,94589,Sutter Health,N,2,209,.83,.18,452% ,$619.27,,,,,,,,,,505%,,,,,
050102,Parkview Community Hospital,3865 Jackson Street,Riverside,CA,92503,Independent (IPPS),N,1,78,.15,.08,201% ,$205.32,29,.50,.42,118% ,"$12,504",.65,.50,94% ,127%,203%,130% ,.56,.40,.09,.10
050103,"Adventist Health White
Memorial",1720 E Cesar Avenue,Los Angeles,CA,90033,Adventist Health,N,3,145,.24,.14,173% ,$203.62,15,.17,.23,73% ,"$7,528",.41,.37,140% ,66%,179%,110% ,.32,.31,.09,.06
050104,St. Francis Medical Center,"3630 East Imperial
Highway",Lynwood,CA,90262,Verity Health System,N,2,25,.07,.02,347% ,$390.56,,,,,,,,,,394%,,,,,
050107,Marian Medical Center,1400 E Church St,Santa Maria,CA,93454,Dignity Health,N,4,7121,20.50,5.86,350% ,$395.70,555,19.73,6.07,325% ,"$32,483",40.24,11.93,131% ,357% ,407% ,337% ,37.55,9.87,2.69,2.05
050108,"Sutter Medical Center -
Sacramento",2825 Capitol Avenue,Sacramento,CA,95816,Sutter Health,N,4,1286,10.88,3.09,352% ,$453.48,340,16.82,5.75,293% ,"$36,060",27.70,8.84,192% ,313%,380%,313% ,25.15,7.51,2.55,1.33
050110,Lompoc Valley Medical Center,1515 E Ocean Avenue,Lompoc,CA,93436,Independent (IPPS),N,1,1102,2.40,.84,285% ,$315.84,45,.83,.48,173% ,"$19,848",3.23,1.32,199% ,181%,300%,244% ,2.73,1.07,.50,.25
050112,"Santa Monica Ucla Medical
Center",1250 16th Street,Santa Monica,CA,90404,UC Health,N,5,1827,5.63,2.36,239% ,$274.72,236,10.54,3.70,285% ,"$31,926",16.17,6.06,205% ,307%,234%,267% ,14.02,5.01,2.15,1.05
050115,"Palomar Medical Center
Escondido","555 East Valley
Parkway",Escondido,CA,92025,Palomar Health,N,4,514,2.27,.60,379% ,$434.24,75,2.08,.91,229% ,"$20,719",4.35,1.51,139% ,248%,450%,288% ,3.96,1.23,.38,.28
050116,"Northridge Medical Center -
Roscoe",18300 Roscoe Blvd,Northridge,CA,91325,Dignity Health,N,2,438,2.26,.65,349% ,$400.98,111,2.91,1.65,177% ,"$16,838",5.17,2.30,143% ,187%,387%,225% ,4.66,1.94,.51,.35
050118,Doctors Hospital Of Manteca,1205 E North Street,Manteca,CA,95336,"Tenet Healthcare
Corporation",N,2,572,1.25,.51,245% ,$283.58,35,.70,.31,221% ,"$22,020",1.95,.83,121% ,249%,270%,236% ,1.76,.67,.19,.15
050121,Adventist Health Hanford,115 Mall Drive,Hanford,CA,93230,Adventist Health,N,2,102,.26,.07,389% ,$434.78,,,,,,,,,,439%,,,,,
050122,Dameron Hospital,525 West Acacia Street,Stockton,CA,95203,Independent (IPPS),N,2,167,.35,.25,139% ,$159.79,33,.48,.51,94% ,"$9,800",.83,.76,126% ,92%,132%,109% ,.66,.63,.16,.13
050125,"Regional Medical Center Of
San Jose",225 N Jackson Avenue,San Jose,CA,95116,HCA Healthcare,N,1,215,1.12,.34,335% ,$472.94,77,4.27,1.68,255% ,"$38,822",5.40,2.01,152% ,263%,392% ,268% ,5.09,1.81,.30,.20
050126,Valley Presbyterian Hospital,15107 Vanowen St,Van Nuys,CA,91406,Independent (IPPS),N,2,78,.15,.16,89% ,$105.49,22,.40,.39,103% ,"$10,333",.55,.56,87% ,110%,81%,99% ,.46,.45,.09,.10
050127,Woodland Healthcare,"1325 Cottonwood
Street",Woodland,CA,95695,Dignity Health,N,2,206,.98,.21,473% ,$580.14,25,.71,.36,195% ,"$20,280",1.69,.57,286% ,186%,504%,297% ,1.41,.47,.27,.10
050128,Tri-City Medical Center,4002 Vista Way,Oceanside,CA,92056,Independent (IPPS),N,2,296,.88,.29,310% ,$359.48,27,.42,.29,145% ,"$12,932",1.31,.58,158% ,153%,347%,227% ,1.13,.47,.17,.11
050129,St. Bernardine Medical Center,2101 N Waterman Ave,San Bernardino,CA,92404,Dignity Health,N,1,144,.65,.16,407% ,$445.40,26,1.10,.35,313% ,"$30,049",1.75,.51,133% ,325%,481%,342% ,1.68,.46,.07,.06
050131,Novato Community Hospital,180 Rowland Way,Novato,CA,94945,Sutter Health,N,3,268,.77,.21,367% ,$515.83,13,.31,.14,223% ,"$21,980",1.08,.35,191% ,228%,415%,309% ,.97,.29,.11,.06
050132,"San Gabriel Valley Medical
Center",438 W Las Tunas Drive,San Gabriel,CA,91776,"AHMC & Healthcare,
Inc.",N,4,78,.35,.11,330% ,$390.50,,,,,,,,,,383%,,,,,
050133,Rideout Memorial Hospital,726 4th St,Marysville,CA,95901,Rideout Health Group,N,1,1095,3.03,1.18,257% ,$310.24,141,5.25,1.41,373% ,"$39,789",8.28,2.59,184% ,402%,272%,320% ,7.59,2.21,.69,.38
050135,So Calif Hospital At Hollywood,6245 De Longpre Ave,Hollywood,CA,90028,"Prospect Medical
Holdings",N,4,46,.10,.04,241% ,$270.66,15,.34,.23,147% ,"$11,845",.44,.27,311% ,137% ,245%,161% ,.39,.26,.06,.02
050136,Petaluma Valley Hospital,400 N Mcdowell Blvd,Petaluma,CA,94954,"Providence Saint
Joseph Health",N,4,225,.51,.16,318% ,$425.73,,,,,,,,,,347%,,,,,
050138,Kfh - Los Angeles,4867 Sunset Blvd,Los Angeles,CA,90027,Kaiser Permanente,N,4,40,.09,.04,250% ,$535.62,,,,,,,,,,239% ,,,,,
050139,Kfh - Downey,9333 Imperial Highway,Downey,CA,90242,Kaiser Permanente,N,3,19,.14,.06,223% ,$697.36,,,,,,,,,,215%,,,,,
050140,Kfh - Fontana,9961 Sierra Ave,Fontana,CA,92335,Kaiser Permanente,N,3,33,.10,.02,545% ,$845.58,,,,,,,,,,600%,,,,,
050145,"Community Hosp. Monterey
Peninsula","23625 W R Holman
Highway",Monterey,CA,93940,Independent (IPPS),N,5,660,6.37,1.90,334% ,$420.87,382,16.92,4.26,397% ,"$41,744",23.28,6.16,103% ,441%,375% ,378% ,22.42,5.33,.86,.83
050146,"City Of Hope National Medical
Ctr",1500 E Duarte Road,Duarte,CA,91010,Independent (IPPS),N,NA,,,,,,141,9.20,7.06,130% ,"$48,741",,,,130%,,,,,,
050149,"California Hospital Medical
Center","1401 South Grand
Avenue",Los Angeles,CA,90015,Dignity Health,N,3,72,.40,.07,594% ,$744.57,,,,,,,,,,725%,,,,,
050150,"Sierra Nevada Memorial
Hospital",155 Glasson Way,Grass Valley,CA,95945,Dignity Health,N,3,543,1.58,.44,362% ,$467.24,36,1.51,.38,401% ,"$40,751",3.09,.81,173% ,423%,404%,380% ,2.90,.70,.19,.11
050152,"Saint Francis Memorial
Hospital",900 Hyde St,San Francisco,CA,94109,Dignity Health,N,3,234,.96,.31,307% ,$465.12,30,2.55,.87,293% ,"$50,359",3.51,1.18,168% ,296%,359%,297% ,3.33,1.08,.18,.11
050153,Oconnor Hospital,2105 Forest Avenue,San Jose,CA,95128,Verity Health System,N,1,33,.11,.04,301% ,$455.92,,,,,,,,,,308%,,,,,
050158,Encino Hospital,16237 Ventura Blvd,Encino,CA,91436,"Prime Healthcare
Services",N,3,31,.08,.03,316% ,$357.50,48,.74,.36,206% ,"$17,355",.81,.38,225% ,206%,314%,213% ,.72,.34,.09,.04
050159,Ventura County Medical Center,300 Hillmont Avenue,Ventura,CA,93003,"Ventura County
Health Care Agency",N,2,226,.39,.18,214% ,$257.25,19,.23,.25,93% ,"$10,674",.62,.43,197% ,91%,207%,144% ,.50,.37,.12,.06
050168,"St Jude Medical Center
Fullerton","101 E Valencia Mesa
Drive",Fullerton,CA,92835,"Providence Saint
Joseph Health",N,5,,,,,,140,3.27,1.45,225% ,"$21,269",,,,250%,,,,,,
050169,"Presbyterian Intercommunity
Hospital",12401 Washington Blvd,Whittier,CA,90602,PIH Health,N,4,1607,4.92,1.55,317% ,$351.17,137,3.94,1.46,270% ,"$24,418",8.86,3.01,113% ,297%,372%,294% ,8.25,2.47,.61,.54
050174,Santa Rosa Memorial Hospital,1165 Montgomery Dr,Santa Rosa,CA,95405,"Providence Saint
Joseph Health",N,3,701,1.87,.94,200% ,$262.38,84,3.79,1.56,244% ,"$27,246",5.67,2.49,117% ,268%,210%,227% ,5.24,2.12,.43,.37
050179,Emanuel Medical Center,825 Delbon Ave,Turlock,CA,95382,"Tenet Healthcare
Corporation",N,1,1329,6.20,1.64,378% ,$425.66,126,3.50,1.31,267% ,"$27,020",9.71,2.95,186% ,284%,422%,329% ,8.81,2.47,.90,.48
050180,John Muir Medical Center - Wc,1601 Ygnacio Valley Rd,Walnut Creek,CA,94598,John Muir Health,N,4,2053,6.65,1.51,439% ,$651.17,235,11.77,2.99,394% ,"$48,464",18.41,4.50,131% ,455%,536%,409% ,17.21,3.58,1.21,.92
050189,Mee Memorial Hospital,300 Canal Street,King City,CA,93930,Independent (IPPS),N,3,415,1.72,.28,615% ,$901.01,13,.39,.16,249% ,"$35,307",2.11,.44,154% ,256%,741%,484% ,2.00,.37,.10,.07
050191,St. Mary Medical Center,1050 Linden Ave,Long Beach,CA,90813,Dignity Health,N,2,153,.42,.12,352% ,$386.47,20,.50,.28,183% ,"$16,522",.93,.40,106% ,191%,410%,234% ,.88,.35,.05,.05
050192,Adventist Health Reedley,372 W Cypress Ave,Reedley,CA,93654,Adventist Health,N,3,1026,1.30,.45,291% ,$341.40,29,.31,.24,127% ,"$15,318",1.61,.69,162% ,133%,328%,234% ,1.37,.54,.24,.15
050194,"Watsonville Community
Hosptial",75 Nielson Street,Watsonville,CA,95076,Quorum Health,N,2,321,.89,.26,342% ,$451.22,12,.35,.16,227% ,"$25,230",1.25,.42,154% ,237%,381%,299% ,1.16,.36,.09,.06
050195,Washington Hospital District,2000 Mowry Ave,Fremont,CA,94538,"Washington Hospital
Healthcare Sy",N,2,539,2.31,.45,515% ,$693.35,108,5.74,1.68,342% ,"$39,509",8.05,2.13,156% ,377%,594%,378% ,7.52,1.79,.53,.34
050197,Sequoia Hospital,"170 Alameda De Las
Pulgas",Redwood City,CA,94062,Dignity Health,N,5,193,.86,.20,427% ,$654.14,77,2.12,.77,275% ,"$31,835",2.98,.97,187% ,297% ,517%,306% ,2.60,.77,.39,.21
050204,"Palmdale Regional Medical
Center","38600 Medical Center
Drive",Palmdale,CA,93552,"Universal Health
Services",N,2,501,1.56,.97,161% ,$173.09,83,1.75,.85,205% ,"$18,193",3.31,1.82,167% ,212%,157%,182% ,2.86,1.55,.44,.26
050211,Alameda Hospital,2070 Clinton Avenue,Alameda,CA,94501,"Alameda Health
System",N,2,81,.36,.07,517% ,$742.88,,,,,,,,,,587%,,,,,
050222,Sharp Chula Vista Medical Ctr,"751 Medical Center
Court",Chula Vista,CA,91911,Sharp Healthcare,N,4,215,1.20,.26,459% ,$517.75,32,2.13,.46,462% ,"$46,011",3.33,.72,150% ,515%,544%,461% ,3.14,.60,.18,.12
050224,"Hoag Memorial Hospital
Presbyterian",One Hoag Drive,Newport Beach,CA,92663,"Hoag Memorial
Hospital Presbyteri",N,4,3600,7.60,3.09,246% ,$284.06,251,5.65,2.39,237% ,"$22,872",13.25,5.48,106% ,267%,284%,242% ,12.07,4.37,1.18,1.11
050225,Feather River Hospital,5974 Pentz Road,Paradise,CA,95969,Adventist Health,N,3,1306,2.26,.96,236% ,$271.83,107,2.20,1.04,213% ,"$19,050",4.46,1.99,164% ,224%,249%,224% ,3.93,1.67,.53,.32
050226,"Anaheim Regional Medical
Center","1111 W La Palma
Avenue",Anaheim,CA,92801,"AHMC & Healthcare,
Inc.",N,3,137,.28,.20,138% ,$151.88,20,.42,.20,210% ,"$19,034",.71,.41,114% ,213%,148%,174% ,.64,.35,.06,.05
050228,"Zuckerberg San Francisco
General",1001 Potrero Avenue,San Francisco,CA,94110,"San Francisco Health
Network",N,1,11,.14,.01,1007% ,"$1,277.18",19,2.02,.37,549% ,"$87,488",2.16,.38,249% ,568%,1101%,565% ,2.11,.36,.06,.02
050230,"Garden Grove Hospital Medical
Center","12601 Garden Grove
Blvd",Garden Grove,CA,92843,"Prime Healthcare
Services",N,4,29,.06,.02,283% ,$329.95,,,,,,,,,,315%,,,,,
050231,"Pomona Valley Hospital Med
Ctr",1798 N Garey Ave,Pomona,CA,91767,"Pomona Valley
Hospital Medical Ce",N,2,911,1.39,.70,198% ,$223.42,47,1.26,.58,216% ,"$24,091",2.65,1.28,123% ,228%,217%,206% ,2.39,1.07,.26,.21
050232,French Hospital Medical Center,1911 Johnson Ave,"San Luis
Obispo",CA,93401,Dignity Health,N,4,3918,12.42,4.15,299% ,$320.22,306,11.03,3.62,305% ,"$26,835",23.44,7.77,143% ,330%,331%,302% ,21.75,6.58,1.69,1.18
050234,Sharp Coronado Hospital,250 Prospect Place,Coronado,CA,92118,Sharp Healthcare,N,4,120,.30,.07,439% ,$480.82,,,,,,,,,,505%,,,,,
050235,"Providence St Joseph Medical
Center","501 South Buena Vista
Street",Burbank,CA,91505,"Providence Saint
Joseph Health",N,2,986,1.97,1.02,193% ,$227.49,120,3.86,1.29,298% ,"$27,445",5.83,2.32,99% ,332% ,221%,252% ,5.41,1.89,.42,.43
050236,Adventist Health Simi Valley,2975 N Sycamore Dr,Simi Valley,CA,93065,Adventist Health,N,3,863,1.31,.57,229% ,$276.40,83,1.52,.85,179% ,"$16,488",2.83,1.42,103% ,192%,270%,199% ,2.57,1.17,.26,.26
050238,Methodist Hospital Of So Calif,300 W Huntington Dr,Arcadia,CA,91006,Independent (IPPS),N,3,16,.04,.01,290% ,$290.44,,,,,,,,,,290%,,,,,
050239,Adventist Health Glendale,1509 E Wilson Terrace,Glendale,CA,91206,Adventist Health,N,3,388,.74,.35,211% ,$234.95,75,1.55,.75,205% ,"$20,388",2.29,1.10,147% ,216%,218%,207% ,2.06,.95,.22,.15
050242,Dominican Hospital,1555 Soquel Drive,Santa Cruz,CA,95065,Dignity Health,N,3,614,3.42,.79,435% ,$611.98,104,5.08,1.29,393% ,"$45,870",8.50,2.08,186% ,419%,498%,409% ,7.94,1.78,.56,.30
050243,Desert Hospital,"1150 North Indian
Canyon Drive",Palm Springs,CA,92262,"Tenet Healthcare
Corporation",N,2,648,2.36,.61,385% ,$422.77,99,3.96,1.31,302% ,"$33,174",6.32,1.92,125% ,336%,446%,329% ,5.92,1.60,.40,.32
050245,"Arrowhead Regional Medical
Center","400 North Pepper
Avenue",Colton,CA,92324,"Arrowhead Regional
Medical Center",N,2,33,.20,.06,364% ,$457.51,15,.66,.25,265% ,"$37,775",.86,.30,174% ,269% ,433%,283% ,.81,.27,.05,.03
