,pn,Hospital name,Street address,City,State,Zip code,"Hospital system or, if independent, IPPS/CAH",Is_hospital_a_critical_access_hospital,"Hospital Compare 5-star rating (October 2018, NA=Not Available)",Number of outpatient services,Total private allowed amount for outpatient services ($ millions),Simulated Medicare allowed amount for outpatient services ($ millions),Relative price for outpatient services,Standardized price per outpatient service,Number of inpatient stays,Total private allowed amount for inpatient services ($ millions),Simulated Medicare allowed amount for inpatient services ($ millions),Relative price for inpatient services,Standardized price per inpatient stay,Total private allowed amount for inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for inpatient and outpatient services ($ millions),Relative price for professional inpatient and outpatient services,Relative price for inpatient facility services,Relative_price_for_outpatient_facility_services,Relative price for inpatient and outpatient services,Total private allowed amount for facility inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for facility inpatient and outpatient services ($ millions),Total private allowed amount for professional inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for professional inpatient and outpatient services ($ millions),ZTCA,year,ccr_wtd,ccr_min,ccr_max,beds_adultped_wtd,beds_adultped_min,beds_adultped_max,beds_totadultped_wtd,beds_totadultped_min,beds_totadultped_max,icu_beds_wtd,icu_beds_min,icu_beds_max,ccu_beds_wtd,ccu_beds_min,ccu_beds_max,bicu_beds_wtd,bicu_beds_min,bicu_beds_max,sicu_beds_wtd,sicu_beds_min,sicu_beds_max,othspec_beds_wtd,othspec_beds_min,othspec_beds_max,beds_total_wtd,beds_total_min,beds_total_max,availbeddays_adultped,ipbeddays_adultped,ipdischarges_adultped,income,totcost,margin,uccare_chg_harmonized,uccare_cost_harmonized,netpatrev,othinc,opexp,othexp,donations,invinc,iphosprev,ipgenrev,ipicrev,iprcrev,ipancrev,ipoprev,iptotrev,opancrev,opoprev,optotrev,tottotrev,totinitchcare,ppaychcare,nonmcbaddebt,costuccare_v2010,chguccare,nreports,nfmt96,nfmt10,nno_uncomp,frac_year_covered,covg_begin_dt,covg_end_dt,flag_short,flag_long,Median_Household_Income,Mean_Household_Income,number_of_hospitals_in_the_zcta,number_of_hospitals_in_25_miles
27,10103,"Princeton Baptist Medical
Center","701 Princeton Avenue
Southwest",Birmingham,AL,35211,"Tenet Healthcare
Corporation",0,2.0,14.0,0.05,0.03,163% ,$118.19,,,,,,,,,,152%,,,,,,35211,2018.0,0.111472,0.111472,0.111472,222.0,222.0,222.0,222.0,222.0,222.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,21.0,21.0,21.0,12.0,12.0,12.0,279.0,279.0,279.0,81030.0,53221.0,13790.0,264988864.0,245320416.0,0.074223675,131680968.0,14678741.0,258997011.0,5991852.0,245320413.0,0.0,1179943.0,80635.0,130905995.0,156135572.0,98841462.0,254977034.0,1029955908.0,0.0,1286308597.0,752583865.0,0.0,752583865.0,2038892462.0,122300803.0,0.0,9380168.0,15009114.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,32051,43306,1,6
28,10104,Grandview Medical Center,"3690 Grandview
Parkway",Birmingham,AL,35243,"Community Health
Systems",0,2.0,76.0,0.2,0.19,106% ,$84.55,13.0,0.26,0.12,218% ,"$16,920",0.45,0.3,125% ,252% ,95%,150% ,0.39,0.25,0.07,0.05,35243,2018.0,0.076427929,0.07436799999999999,0.07852200000000001,278.09041099999996,267.0,289.0,278.09041099999996,267.0,289.0,84.495888,84.0,85.0,,,,,,,,,,,,,362.5863014,352.0,373.0,97737.78612,71492.60599,20912.83223,408374966.2,358270486.4,0.12269234,115201592.2,8792709.895,403141276.3,5233682.385,358270490.3,0.0,0.0,0.0,210557255.1,233687768.9,206546940.7,440234709.6,1893228325.0,44933068.63,2378396103.0,1969581773.0,134835570.5,2128784411.0,4507180514.0,62884892.83,403816.6828,52720515.57,9094211.831,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,89007,131786,1,6
29,10108,Prattville Baptist Hospital,124 S Memorial Dr,Prattville,AL,36067,Baptist Health,0,3.0,16.0,0.01,0.01,180% ,$154.47,,,,,,,,,,193% ,,,,,,36067,2018.0,0.20686228199999998,0.19916099999999998,0.21443800000000002,46.52054795,44.0,49.0,46.52054795,44.0,49.0,6.0,6.0,6.0,,,,,,,,,,,,,52.52054795,50.0,55.0,16979.99947,12156.30103,3089.323201,40870247.67,47243583.18,-0.15594071,18907454.82,3909691.337,38573198.96,2297048.212,47243347.62,234.55616329999998,0.0,0.0,20040058.66,20040058.66,0.0,20040058.66,53253920.55,0.0,73293979.21,129929561.5,0.0,129929561.5,203223540.7,2224486.6659999997,0.0,16682968.15,4011681.847,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,53645,68484,1,3
30,10113,"Mobile Infirmary Medical
Center","5 Mobile Infirmary
Circle",Mobile,AL,36652,"Infirmary Health
System",0,1.0,58.0,0.1,0.07,151% ,$114.50,14.0,0.17,0.14,121% ,"$7,606",0.27,0.21,160% ,117%,141%,130% ,0.22,0.17,0.05,0.03,36652,2018.0,0.303382466,0.303182,0.30399499999999996,549.2191781,547.0,556.0,549.2191781,547.0,556.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,24.0,24.0,24.0,11.506849,10.0,12.0,612.7260274,611.0,618.0,200464.997,125546.0118,25185.64346,430278349.7,408178293.9,0.051362230999999994,64392643.33,19536749.58,417851372.6,12426973.65,408177963.4,323.2191725,1109796.8190000001,8762613.724,109495038.8,127603273.3,33963626.81,161566900.1,625131316.3,19748428.36,806447148.9,399701183.7,26952841.08,433908173.4,1240355322.0,8084118.652000001,40227.60204,56348753.77,22349644.92,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,,,1,1
31,10114,Uab Medical West,"995 9th Avenue
Southwest",Bessemer,AL,35021,UAB Health System,0,3.0,85.0,0.15,0.08,186% ,$162.97,,,,,,,,,,193%,,,,,,35021,2018.0,0.166331,0.166331,0.166331,119.0,119.0,119.0,119.0,119.0,119.0,68.0,68.0,68.0,,,,,,,,,,,,,187.0,187.0,187.0,32487.0,13293.0,4739.0,94464992.0,94262384.0,0.0021447939999999998,37352244.0,6212836.0,92837521.0,1627469.0,94262385.0,0.0,0.0,0.0,190918105.0,190918105.0,0.0,190918105.0,0.0,0.0,190918105.0,115507714.0,123266468.0,260584999.0,451503104.0,25112643.0,12153.0,12251755.0,6788209.0,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,,,1,1
32,10126,Troy Regional Medical Center,"1330 Highway 231
South",Troy,AL,36081,Independent (IPPS),0,2.0,20.0,0.02,0.01,186% ,$162.77,,,,,,,,,,204%,,,,,,36081,2018.0,0.173286589,0.17127699999999998,0.179427,88.0,88.0,88.0,88.0,88.0,88.0,9.0,9.0,9.0,,,,,,,,,,,,,97.0,97.0,97.0,32119.99958,5056.397198,1773.9451829999998,45439614.72,44664364.86,0.017061101000000002,12183351.82,2109239.713,41532453.33,3907160.6339999996,44664366.36,0.0,22491.75332,0.0,15351281.1,15351281.1,3202367.715,18553648.82,30807435.1,3004440.917,52365524.83,68431714.02,25674701.05,100695648.9,153061173.7,420804.8038,0.0,11762547.02,2244164.82,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,27368,48343,1,1
33,10129,North Baldwin Infirmary,1815 Hand Avenue,Bay Minette,AL,36507,"Infirmary Health
System",0,2.0,11.0,0.01,0.01,154% ,$130.64,,,,,,,,,,152%,,,,,,36507,2018.0,0.36741643799999996,0.36671,0.369575,51.0,51.0,51.0,51.0,51.0,51.0,4.0,4.0,4.0,,,,,,,,,,,,,55.0,55.0,55.0,18614.99972,4695.273902,1919.534218,32505499.3,37542111.39,-0.15494646,10681429.38,3925897.395,31978938.33,526560.9661,37542112.14,0.0,109011.6424,-213168.1737,1415858.993,4805105.504,791996.8649,5597102.369,22544761.95,1941382.395,30083246.72,47288920.27,10212092.71,59204856.16,89288102.88,3596093.309,0.0,7085336.071,5184935.826,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,44635,65722,1,1
34,10130,St. Vincents St. Clair,7063 Veterans Parkway,Pell City,AL,35125,Ascension Health,0,5.0,22.0,0.03,0.03,131% ,$106.22,,,,,,,,,,121%,,,,,,35125,2018.0,0.11979064099999999,0.116791,0.12284,34.0,34.0,34.0,34.0,34.0,34.0,6.0,6.0,6.0,,,,,,,,,,,,,40.0,40.0,40.0,12409.99963,6542.6080090000005,1828.1807670000003,31869142.06,28475197.19,0.10649627,23431674.05,2782678.829,31322332.04,546810.0082,28471230.07,3967.61916,0.0,0.0,6670889.147999999,6670889.147999999,3488702.7539999997,10159591.9,32602986.85,0.0,42762578.76,70525104.08,116442077.6,186967181.7,229729760.4,17043132.44,0.0,6388541.61,3381932.838,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,46094,57635,1,2
35,10131,Crestwood Medical Center,One Hospital Dr Se,Huntsville,AL,35801,"Community Health
Systems",0,2.0,83.0,0.18,0.09,189% ,$158.19,16.0,0.21,0.13,165% ,"$10,992",0.39,0.22,139% ,181%,190%,175% ,0.32,0.17,0.06,0.05,35801,2018.0,0.07184916400000001,0.071145,0.072565,164.0,164.0,164.0,164.0,164.0,164.0,19.0,19.0,19.0,,,,,,,,,,,,,183.0,183.0,183.0,59859.99822,35964.41816,11032.10926,213436966.9,191104472.0,0.10463274,108424884.2,7787375.856000001,212325116.0,1111850.4479999999,191104473.0,0.0,0.0,0.0,108549899.5,108549899.5,24605542.29,133155441.8,1063710454.0,24297379.86,1221163276.0,1278310567.0,95153030.05,1373463597.0,2594626873.0,56590299.13,459027.4855,52293610.51,7860290.057999999,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,71947,108002,2,2
36,10139,"Brookwood Baptist Medical
Center","2010 Brookwood
Medical Center Drive",Birmingham,AL,35209,"Tenet Healthcare
Corporation",0,3.0,37.0,0.09,0.07,139% ,$95.72,,,,,,,,,,146%,,,,,,35209,2018.0,0.096948,0.096948,0.096948,340.0,340.0,340.0,340.0,340.0,340.0,26.0,26.0,26.0,27.0,27.0,27.0,,,,,,,32.0,32.0,32.0,425.0,425.0,425.0,124100.0,48736.0,15775.0,333104192.0,349209984.0,-0.04835061400000001,143730048.0,13934341.0,330818448.0,2285729.0,349210000.0,0.0,0.0,26283.0,203280784.0,362038830.0,169316051.0,531354881.0,1375170155.0,0.0,1918383088.0,1420098509.0,0.0,1420098509.0,3338481597.0,129294487.0,16424.0,14451978.0,16405022.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,59931,99385,1,6
37,10144,Springhill Memorial Hospital,3719 Dauphin Street,Mobile,AL,36608,Independent (IPPS),0,1.0,19.0,0.03,0.02,154% ,$127.38,,,,,,,,,,151%,,,,,,36608,2018.0,0.25087,0.25087,0.25087,178.0,178.0,178.0,178.0,178.0,178.0,20.0,20.0,20.0,,,,,,,,,,,,,198.0,198.0,198.0,64970.0,49222.0,11527.0,212358720.0,204996384.0,0.034669336,44742520.0,11224556.0,204988992.0,7369722.0,203254325.0,1742061.0,0.0,0.0,49262380.0,55180796.0,14235288.0,69416084.0,288702006.0,0.0,358118090.0,213474326.0,117457530.0,330931856.0,689049946.0,16092009.0,1266.0,28651779.0,11715585.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,51332,74142,2,2
38,10149,Baptist Medical Center East,400 Taylor Road,Montgomery,AL,36117,Baptist Health,0,4.0,58.0,0.08,0.05,167% ,$133.22,,,,,,,,,,160%,,,,,,36117,2018.0,0.216084871,0.21561,0.216552,154.6273973,139.0,170.0,154.6273973,139.0,170.0,12.0,12.0,12.0,,,,,,,,,,25.0,25.0,25.0,191.6273973,176.0,207.0,56327.08585,35367.76057,12601.31738,143328597.8,122890774.4,0.14259417,29741469.15,6426945.635,136347201.8,6981396.097999999,122890776.5,0.0,0.0,1236.564334,74718482.15,74718482.15,0.0,74718482.15,204691860.3,0.0,279410342.4,259485061.1,0.0,259485061.1,538895403.5,5162708.8610000005,0.0,24578760.78,6722061.853999999,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,64011,84621,1,5
39,10157,Shoals Hospital,"201 West Avalon
Avenue",Muscle Shoals,AL,35661,Lifepoint Health,0,3.0,46.0,0.15,0.04,360% ,$262.24,,,,,,,,,,402%,,,,,,35661,2018.0,0.246603932,0.24560900000000002,0.249644,112.0,112.0,112.0,112.0,112.0,112.0,10.0,10.0,10.0,,,,,,,,,,,,,122.0,122.0,122.0,40879.99939,4675.47938,1152.8219,31888938.65,32899232.15,-0.031681627000000004,8191049.151000001,2019743.136,31469947.56,418991.0892,32894152.2,5079.4520170000005,0.0,13499.753319999998,4243277.988,14899532.69,616184.1006,15515716.79,42235180.12,796164.9177,58690528.95,49346085.04,6559556.26,57459574.85,116150103.8,1525698.456,0.0,6665350.695,2139477.393,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,60311,73660,1,2
40,10168,"Jack Hughston Memorial
Hospital",4401 River Chase Drive,Phenix City,AL,36867,Independent (IPPS),0,5.0,16.0,0.03,0.02,126% ,$109.24,,,,,,,,,,111%,,,,,,36867,2018.0,0.275953,0.275953,0.275953,39.0,39.0,39.0,39.0,39.0,39.0,8.0,8.0,8.0,,,,,,,,,,,,,47.0,47.0,47.0,14235.0,6163.0,2926.0,64271876.0,58032960.0,0.097070701,4613962.0,1273236.625,63417969.0,853906.0,58032961.0,0.0,0.0,16750.0,3885525.0,3885525.0,2430144.0,6315669.0,108003159.0,765226.0,115084054.0,56658768.0,10120921.0,66779689.0,181863743.0,62380.0,1521.0,4553103.0,1333686.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,45702,58924,1,2
41,20001,"Providence Alaska Medical
Center",3200 Providence Drive,Anchorage,AK,99508,"Providence Saint
Joseph Health",0,4.0,608.0,3.46,0.91,382% ,$448.84,195.0,5.67,2.22,255% ,"$26,966",9.13,3.12,393% ,242%,367%,292% ,7.39,2.68,1.74,0.44,99508,2018.0,0.21304,0.21304,0.21304,279.0,279.0,279.0,279.0,279.0,279.0,46.0,46.0,46.0,,,,,,,,,,66.0,66.0,66.0,391.0,391.0,391.0,101835.0,79827.0,15660.0,694599040.0,584683456.0,0.15824321,70040624.0,14921455.0,696409004.0,-1809950.0,584683429.0,0.0,2873308.0,-23790759.0,422374936.0,434388274.0,277372487.0,711760761.0,834222426.0,62021796.0,1619806398.0,630397637.0,182925479.0,820440956.0,2440247354.0,63473420.0,482854.0,7050055.0,23941232.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,64244,84219,2,2
42,20006,Mat-Su Regional Med Ctr,"2500 South Woodworth
Loop",Palmer,AK,99645,"Community Health
Systems",0,3.0,505.0,3.44,0.76,452% ,$587.10,41.0,1.48,1.14,130% ,"$14,984",4.91,1.9,398% ,115%,462%,259% ,3.93,1.65,0.99,0.25,99645,2018.0,0.17121199999999998,0.17121199999999998,0.17121199999999998,60.0,60.0,60.0,60.0,60.0,60.0,14.0,14.0,14.0,,,,,,,,,,,,,74.0,74.0,74.0,21900.0,14734.0,4324.0,218776464.0,161885840.0,0.26003996,11229040.0,1922546.375,217932255.0,844216.0,161885834.0,0.0,0.0,0.0,85617275.0,91429298.0,15809928.0,107239226.0,223511844.0,16912155.0,350744610.0,314764321.0,75026898.0,393317233.0,744061843.0,8872035.0,265359.0,2622364.0,2130561.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,80574,98289,1,1
43,20008,Bartlett Regional Hospital,3260 Hospital Dr,Juneau,AK,99801,Independent (IPPS),0,4.0,118.0,0.48,0.11,443% ,$627.37,,,,,,,,,,440%,,,,,,99801,2018.0,0.538071559,0.531623,0.5446270000000001,36.0,36.0,36.0,36.0,36.0,36.0,9.0,9.0,9.0,,,,,,,,,,,,,45.0,45.0,45.0,13139.999609999999,5164.093003,1684.687622,105692094.3,102516453.9,0.03004615,2918746.561,1562403.855,97929909.29,7762185.567000001,102516453.4,0.0,0.0,1501187.7680000002,22488423.85,35287922.29,5979702.101,41267624.39,22523583.71,1610711.21,66445960.45,79929375.58,9315793.463,103053142.6,169499103.0,1071006.797,52640.75045,1900380.515,1810380.215,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,89436,108445,1,1
44,20012,Fairbanks Memorial,1650 Cowles Street,Fairbanks,AK,99701,Independent (IPPS),0,5.0,117.0,0.34,0.09,402% ,$507.04,,,,,,,,,,398%,,,,,,99701,2018.0,0.41774799999999995,0.41774799999999995,0.41774799999999995,109.0,109.0,109.0,109.0,109.0,109.0,13.0,13.0,13.0,,,,,,,,,,,,,122.0,122.0,122.0,39785.0,14480.0,4467.0,260644352.0,241631760.0,0.072944574,11875380.0,4960916.0,255588516.0,5055831.0,241332360.0,299401.0,238116.0,0.0,66680105.0,90191105.0,14511406.0,104702511.0,98869282.0,13925449.0,217497242.0,203957468.0,76396691.0,284065139.0,501562381.0,3406290.0,0.0,8469090.0,5420969.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,59955,77955,1,1
45,20017,Alaska Regional Hospital,2801 Debarr Road,Anchorage,AK,99508,HCA Healthcare,0,5.0,148.0,0.8,0.16,495% ,$585.13,25.0,1.78,0.36,493% ,"$47,801",2.59,0.52,421% ,507%,504%,493% ,2.25,0.44,0.34,0.08,99508,2018.0,0.16858099999999998,0.16858099999999998,0.16858099999999998,127.0,127.0,127.0,127.0,127.0,127.0,24.0,24.0,24.0,13.0,13.0,13.0,,,,,,,,,,164.0,164.0,164.0,46355.0,25282.0,6388.0,260746896.0,197918240.0,0.24095649,39044656.0,6582187.0,260216392.0,530506.0,197918242.0,0.0,-5962.0,0.0,92879460.0,100872570.0,69503800.0,170376370.0,594002875.0,21619838.0,787429545.0,264595430.0,83736494.0,348331924.0,1135761469.0,29651841.0,0.0,9392815.0,6877109.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,64244,84219,2,2
46,20024,"Central Peninsula General
Hospital",250 Hospital Place,Soldotna,AK,99669,Independent (IPPS),0,3.0,363.0,1.39,0.35,393% ,$501.20,21.0,0.86,0.41,210% ,"$31,515",2.26,0.77,340% ,205%,391%,295% ,1.82,0.64,0.44,0.13,99669,2018.0,0.396570775,0.390631,0.402609,43.0,43.0,43.0,43.0,43.0,43.0,6.0,6.0,6.0,,,,,,,,,,,,,49.0,49.0,49.0,15694.999530000001,7860.331278000001,2613.764308,178340532.6,170271716.6,0.04524387,9580890.402,3798895.0519999997,172477849.3,5862682.8270000005,170271713.6,0.0,0.0,0.0,34715937.31,48937001.4,8853045.377,57790046.78,89526244.59,0.0,148763598.5,0.99999997,214065545.8,217050406.5,365814005.1,3831292.3589999997,0.0,5749598.043,3977713.9439999997,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,75388,97924,1,1
47,21302,"Providence Seward Medical &
Care Center","417 First Avenue, Po
Box 365",Seward,AK,99664,"Providence Saint
Joseph Health",1,,31.0,0.09,0.05,190% ,$690.13,,,,,,,,,,164%,,,,,,99664,2018.0,0.7005600000000001,0.7005600000000001,0.7005600000000001,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,6.0,6.0,6.0,2190.0,231.0,94.0,21737020.0,19338880.0,0.11032515,937976.0,657108.4375,21555617.0,181404.0,19155055.0,183826.0,25004.0,1269.0,563802.0,17886764.0,0.0,17886764.0,1543681.0,366653.0,19797098.0,6537050.0,7090883.0,13627933.0,33425031.0,424698.0,2510.0,515788.0,727104.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,62750,74260,1,1
48,21306,"Prov. Kodiak Island Medical
Center","1915 East Rezanof
Drive",Kodiak,AK,99615,"Providence Saint
Joseph Health",1,,16.0,0.08,0.03,248% ,$639.34,,,,,,,,,,226%,,,,,,99615,2018.0,0.519979,0.519979,0.519979,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,24.0,24.0,24.0,8760.0,1282.0,521.0,45172544.0,41966248.0,0.070978865,2582256.0,1342718.875,44688295.0,484248.0,41966249.0,0.0,48635.0,5194.0,6737921.0,16965943.0,0.0,16965943.0,8081750.0,1056748.0,26104441.0,38247203.0,16105721.0,54474154.0,80578595.0,1889316.0,16537.0,709477.0,1638561.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,88482,97346,1,1
49,21313,South Peninsula Hospital,4300 Bartlett St,Homer,AK,99603,Independent (CAH),1,4.0,17.0,0.08,0.05,185% ,$837.99,,,,,,,,,,161%,,,,,,99603,2018.0,0.621352707,0.6058720000000001,0.6370899999999999,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,21.0,21.0,21.0,7664.999772,2289.167056,768.1397027,82144690.77,74380921.24,0.09451334199999999,2716368.8880000003,1694146.793,77994621.11,4150067.164,74380921.22,0.0,805587.3581,281060.3492,9496852.489,18881468.07,0.0,18881468.07,21324847.68,1333333.767,41539649.52,30545969.48,52057419.12,84254844.55,125794494.1,1526008.729,0.0,1190360.16,1712560.082,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,65175,82715,1,1
50,30001,Abrazo Maryvale Campus,"5102 West Campbell
Avenue",Phoenix,AZ,85031,"TENET Healthcare
Corporation",0,,12.0,0.03,0.01,251% ,$247.93,,,,,,,,,,240%,,,,,,85031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40584,48254,1,1
51,30002,"Banner University Medical
Center Phx","1111 East Mcdowell
Road",Phoenix,AZ,85006,Banner Health,0,2.0,122.0,0.42,0.24,171% ,$183.42,53.0,1.84,0.72,255% ,"$22,739",2.26,0.96,141% ,268%,176%,234% ,2.09,0.84,0.17,0.12,85006,2018.0,0.19788499999999998,0.19788499999999998,0.19788499999999998,455.0,455.0,455.0,455.0,455.0,455.0,46.0,46.0,46.0,121.0,121.0,121.0,,,,,,,,,,622.0,622.0,622.0,166075.0,119798.0,30170.0,876477056.0,875905984.0,0.000651554,77756640.0,15386873.0,856650940.0,19826096.0,875905990.0,0.0,0.0,0.0,410195409.0,466586465.0,296051900.0,762638365.0,1893530375.0,51026263.0,2714767684.0,1015312681.0,169344466.0,1184657147.0,3899424831.0,45536708.0,0.0,32219935.0,17953499.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,38121,52872,2,2
52,30006,Tucson Medical Center,5301 East Grant Road,Tucson,AZ,85712,TMC Healthcare,0,3.0,217.0,0.35,0.24,147% ,$144.46,41.0,0.79,0.58,137% ,"$13,149",1.14,0.82,98% ,154%,149%,140% ,0.95,0.62,0.19,0.2,85712,2018.0,0.22424499999999997,0.22424499999999997,0.22424499999999997,351.0,351.0,351.0,351.0,351.0,351.0,36.0,36.0,36.0,,,,,,,,,,54.0,54.0,54.0,441.0,441.0,441.0,128115.0,112688.0,33653.0,575661568.0,560005824.0,0.027196091000000002,37297176.0,8363705.0,556015807.0,19645772.0,560005827.0,0.0,0.0,-10900126.0,287118750.0,294968295.0,163187143.0,458155438.0,1014789506.0,0.0,1478316375.0,8691381.0,735428066.0,752592363.0,2230908738.0,10439833.0,0.0,26857343.0,10672112.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,37444,51980,1,1
53,30007,Verde Valley Medical Center,269 South Candy Lane,Cottonwood,AZ,86326,"Northern Arizona
Healthcare",0,5.0,212.0,0.59,0.14,427% ,$460.90,12.0,0.42,0.16,258% ,"$30,438",1.02,0.3,165% ,271%,500%,335% ,0.94,0.26,0.08,0.05,86326,2018.0,0.196191575,0.187573,0.20495300000000002,76.47945205,74.0,79.0,76.47945205,74.0,79.0,13.0,13.0,13.0,,,,,,,,,,,,,89.47945205,87.0,92.0,28456.01563,14813.437919999998,4565.627261,163791228.9,128865376.7,0.21323396,24910635.34,4885738.58,149279972.6,14511256.25,128865375.7,0.0,0.0,10738947.26,92823088.05,97732083.81,22764113.45,120496197.3,179343079.4,0.0,299839276.7,186576382.3,112510566.5,299086948.7,598926225.4,18244113.96,516146.98799999995,7182668.369,7385138.369,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,46674,58109,1,1
54,30012,"Yavapai Regional Medical
Center","1003 Willow Creek
Road",Prescott,AZ,86301,"Yavapai Regional
Medical Center",0,3.0,673.0,2.13,0.49,437% ,$461.37,25.0,0.9,0.34,263% ,"$25,540",3.02,0.83,115% ,312%,509%,365% ,2.83,0.66,0.19,0.16,86301,2018.0,0.200404,0.200404,0.200404,180.0,180.0,180.0,180.0,180.0,180.0,26.0,26.0,26.0,,,,,,,,,,,,,206.0,206.0,206.0,65700.0,35937.0,11528.0,374212192.0,337625184.0,0.097770751,33739336.0,6761498.0,370729978.0,3482202.0,337625191.0,0.0,0.0,-2690687.0,64335655.0,64335655.0,39577416.0,103913071.0,422477168.0,0.0,526390239.0,0.0,741760904.0,741760904.0,1268151143.0,9916397.0,529207.0,24352148.0,10545794.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,53190,71471,1,1
55,30013,Yuma Regional Medical Center,2400 South Avenue A,Yuma,AZ,85364,"Yuma Regional
Medical Center",0,3.0,308.0,1.96,0.33,589% ,$642.91,23.0,0.53,0.21,256% ,"$21,747",2.48,0.54,161% ,269%,705%,462% ,2.33,0.44,0.16,0.1,85364,2018.0,0.20227699999999998,0.20227699999999998,0.20227699999999998,344.0,344.0,344.0,344.0,344.0,344.0,42.0,42.0,42.0,,,,,,,,,,20.0,20.0,20.0,406.0,406.0,406.0,93911.99799,39325.46217,12083.054540000001,377208624.5,338062082.8,0.10377955,43317449.09,8762123.295,357038657.2,20169975.55,338062073.8,4.4876711369999995,231055.9759,17043189.19,173397070.5,173397070.5,28042892.24,201439962.7,414704927.6,0.0,616144890.3,823741589.2,0.0,823741589.2,1439886480.0,14599678.43,382205.2274,29099977.38,13256062.96,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,43314,58055,1,1
56,30014,John C Lincoln Medical Center,"250 East Dunlap
Avenue",Phoenix,AZ,85020,HonorHealth,0,2.0,244.0,0.36,0.22,163% ,$160.42,15.0,0.45,0.19,237% ,"$19,337",0.82,0.42,148% ,255% ,165%,197% ,0.71,0.34,0.11,0.08,85020,2018.0,0.14675,0.14675,0.14675,218.0,218.0,218.0,218.0,218.0,218.0,20.0,20.0,20.0,24.0,24.0,24.0,,,,,,,,,,262.0,262.0,262.0,79570.0,45963.0,11618.0,434957504.0,326090912.0,0.25029248,47050500.0,6904661.0,415814448.0,19143062.0,326090904.0,0.0,0.0,1168535.0,167808734.0,167808734.0,81867738.0,249676472.0,855483927.0,0.0,1105160399.0,0.0,1213917402.0,1213917402.0,2319077801.0,29622356.0,470242.0,17898385.0,11825058.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,57866,87198,1,1
